age,income,loan_amount,loan_term,credit_score,employment_years,num_credit_lines,debt_to_income,num_delinquencies,previous_defaults,loan_to_income,monthly_payment,payment_to_income,education,home_ownership,loan_purpose,employment_status,default
55,115956.0,27432.0,60,504,14.0,7,0.6,4,3,0.2366,543.19,0.0562,Master,Mortgage,Debt Consolidation,Full-time,1
39,50578.0,40870.0,12,837,16.0,11,0.129,1,1,0.808,3536.35,0.8388,High School,Mortgage,Debt Consolidation,Part-time,0
59,94415.0,43985.0,12,826,19.0,12,0.5685,6,1,0.4659,3805.88,0.4837,PhD,Mortgage,Debt Consolidation,Full-time,0
42,41519.0,8893.0,12,732,10.0,18,0.4386,0,3,0.2142,769.48,0.2223,Bachelor,Mortgage,Education,Full-time,0
69,150927.0,16419.0,36,844,2.0,19,0.3242,6,3,0.1088,506.97,0.0403,Bachelor,Rent,Medical,Full-time,0
23,164903.0,11176.0,60,614,20.0,6,0.5751,1,3,0.0678,221.3,0.0161,Bachelor,Own,Debt Consolidation,Full-time,0
28,155295.0,6228.0,12,716,16.0,18,0.4425,1,2,0.0401,538.89,0.0416,Bachelor,Rent,Personal,Unemployed,0
68,145401.0,1118.0,48,390,19.0,16,0.3765,2,2,0.0077,26.77,0.0022,High School,Mortgage,Debt Consolidation,Part-time,0
34,58503.0,5033.0,48,464,,3,0.1652,0,0,0.086,120.52,0.0247,Master,Rent,Education,Self-employed,0
35,113113.0,26707.0,24,394,15.0,11,0.1844,8,1,0.2361,1195.74,0.1268,Master,Rent,Debt Consolidation,Part-time,0
59,34385.0,8441.0,24,815,28.0,3,0.5513,9,0,0.2455,377.93,0.1318,High School,Rent,Home Improvement,Full-time,0
29,84258.0,10539.0,60,637,1.0,10,0.1683,9,3,0.1251,208.68,0.0297,High School,Mortgage,Education,Unemployed,1
45,108575.0,6773.0,48,812,2.0,1,0.0678,7,0,0.0624,162.19,0.0179,Bachelor,Own,Debt Consolidation,Full-time,0
34,138671.0,36487.0,24,528,28.0,6,0.1964,2,3,0.2631,1633.62,0.1414,Master,Own,Debt Consolidation,Self-employed,0
29,32908.0,32148.0,60,521,26.0,12,0.3143,7,3,0.9769,636.57,0.232,Bachelor,Rent,Education,Full-time,1
68,165387.0,48148.0,36,671,12.0,6,0.2601,7,1,0.2911,1486.67,0.1079,Bachelor,Rent,Medical,Part-time,0
29,99897.0,6463.0,12,612,16.0,1,0.5647,2,2,0.0647,559.22,0.0672,High School,Own,Personal,Unemployed,0
24,178028.0,11229.0,60,504,13.0,8,0.2802,8,2,0.0631,222.35,0.015,Master,Rent,Business,Self-employed,0
53,112582.0,23329.0,60,474,29.0,11,0.539,9,2,0.2072,461.94,0.0492,High School,Mortgage,Debt Consolidation,Self-employed,1
63,116198.0,32805.0,36,582,13.0,15,0.3771,3,2,0.2823,1012.92,0.1046,Bachelor,Own,Business,Self-employed,0
26,143129.0,7373.0,48,341,22.0,3,0.3383,5,1,0.0515,176.56,0.0148,PhD,Mortgage,Education,Full-time,0
55,166678.0,11379.0,24,403,10.0,10,0.1381,8,2,0.0683,509.47,0.0367,Bachelor,Rent,Debt Consolidation,Full-time,1
47,44160.0,21654.0,60,324,11.0,4,0.1991,2,3,0.4903,428.78,0.1165,Bachelor,Own,Debt Consolidation,Full-time,1
61,109591.0,1882.0,24,385,20.0,3,0.5269,9,1,0.0172,84.26,0.0092,Master,Mortgage,Medical,Full-time,0
26,20541.0,20368.0,24,409,11.0,3,0.479,3,1,0.9915,911.93,0.5324,High School,Mortgage,Education,Full-time,0
68,102788.0,38169.0,36,341,0.0,15,0.2961,9,1,0.3713,1178.55,0.1376,High School,Own,Home Improvement,Full-time,1
50,165500.0,26805.0,24,330,5.0,18,0.55,2,3,0.162,1200.13,0.087,High School,Rent,Medical,Self-employed,1
62,175104.0,22266.0,48,750,26.0,13,0.5005,7,3,0.1272,533.19,0.0365,High School,Own,Debt Consolidation,Part-time,0
38,67451.0,24907.0,48,400,11.0,8,0.1116,5,1,0.3693,596.43,0.1061,Bachelor,Own,Home Improvement,Full-time,0
67,86479.0,47392.0,36,605,3.0,19,0.3833,3,3,0.548,1463.33,0.203,Bachelor,Rent,Medical,Part-time,0
51,117038.0,26501.0,48,354,28.0,10,0.4894,4,3,0.2264,634.6,0.0651,Bachelor,Rent,Debt Consolidation,Self-employed,1
26,88243.0,27180.0,36,820,29.0,11,0.4946,2,1,0.308,839.24,0.1141,Master,Own,Home Improvement,Self-employed,0
66,47944.0,46609.0,60,431,14.0,13,0.1002,6,3,0.9721,922.91,0.2309,Bachelor,Rent,Business,Full-time,1
59,71408.0,8716.0,24,712,18.0,13,0.1735,9,3,0.1221,390.24,0.0656,High School,Mortgage,Home Improvement,Part-time,0
35,89750.0,5702.0,48,652,22.0,10,0.2772,5,3,0.0635,136.54,0.0183,Bachelor,Rent,Personal,Full-time,0
47,110959.0,23038.0,36,722,1.0,10,0.1884,2,1,0.2076,711.35,0.0769,Master,Mortgage,Personal,Self-employed,0
39,185335.0,16610.0,60,646,8.0,7,0.1099,6,0,0.0896,328.9,0.0213,Bachelor,Own,Business,Self-employed,0
47,115797.0,10941.0,24,579,16.0,13,0.3958,4,0,0.0945,489.86,0.0508,PhD,Mortgage,Education,Full-time,0
68,86616.0,6855.0,12,724,16.0,13,0.3291,9,3,0.0791,593.14,0.0822,Master,Mortgage,Personal,Full-time,0
64,137185.0,44023.0,60,748,9.0,9,0.1352,2,2,0.3209,871.71,0.0762,Master,Rent,Medical,Full-time,0
30,158015.0,31100.0,60,508,0.0,14,0.3725,5,2,0.1968,615.82,0.0468,Master,Rent,Education,Full-time,0
68,94642.0,34854.0,48,818,28.0,3,0.0841,4,0,0.3683,834.62,0.1058,Bachelor,Rent,Debt Consolidation,Full-time,0
41,105514.0,6786.0,36,843,18.0,8,0.2607,8,3,0.0643,209.53,0.0238,Master,Mortgage,Education,Self-employed,0
55,55299.0,17720.0,36,696,22.0,19,0.4859,1,0,0.3204,547.14,0.1187,Bachelor,Rent,Debt Consolidation,Full-time,0
58,174985.0,31420.0,48,810,13.0,14,0.5395,6,2,0.1796,752.39,0.0516,Bachelor,Mortgage,Debt Consolidation,Full-time,0
44,175365.0,26863.0,48,358,15.0,14,0.1849,8,3,0.1532,643.27,0.044,High School,Mortgage,Business,Part-time,1
42,47358.0,35049.0,24,597,13.0,17,0.5227,3,0,0.7401,1569.23,0.3975,Master,Own,Debt Consolidation,Part-time,0
42,79010.0,33804.0,12,658,12.0,12,0.5405,5,2,0.4278,2924.95,0.4442,Bachelor,Mortgage,Debt Consolidation,Full-time,0
63,65310.0,21253.0,12,810,20.0,13,0.3838,2,3,0.3254,1838.95,0.3378,Master,Mortgage,Business,Self-employed,0
39,185744.0,39360.0,24,366,29.0,10,0.5902,4,1,0.2119,1762.25,0.1138,PhD,Mortgage,Debt Consolidation,Part-time,0
33,27066.0,13721.0,48,743,23.0,16,0.1854,9,0,0.5069,328.57,0.1456,Bachelor,Rent,Personal,Full-time,0
38,53360.0,4927.0,36,342,20.0,14,0.0879,3,1,0.0923,152.13,0.0342,Bachelor,Rent,Personal,Full-time,0
29,73257.0,45755.0,48,496,0.0,10,0.5139,2,3,0.6246,1095.66,0.1794,High School,Own,Medical,Self-employed,1
39,118610.0,2103.0,36,681,15.0,3,0.32,5,2,0.0177,64.93,0.0066,Bachelor,Rent,Debt Consolidation,Full-time,0
25,61061.0,14899.0,24,460,28.0,16,0.2405,4,1,0.244,667.07,0.1311,Bachelor,Own,Business,Full-time,0
24,114273.0,6608.0,48,759,11.0,7,0.0804,7,2,0.0578,158.24,0.0166,Bachelor,Mortgage,Debt Consolidation,Full-time,0
56,153236.0,12359.0,48,811,16.0,7,0.0855,0,0,0.0807,295.95,0.0232,Bachelor,Own,Business,Unemployed,0
23,168299.0,20354.0,60,387,9.0,3,0.0999,9,1,0.1209,403.03,0.0287,Bachelor,Rent,Debt Consolidation,Part-time,0
48,33326.0,7350.0,60,441,5.0,5,0.151,7,3,0.2205,145.54,0.0524,High School,Rent,Home Improvement,Self-employed,1
58,40687.0,23868.0,24,340,21.0,3,0.5837,8,1,0.5866,1068.63,0.3151,High School,Mortgage,Debt Consolidation,Full-time,1
56,32610.0,46438.0,48,690,9.0,2,0.2048,4,3,1.424,1112.02,0.4091,High School,Rent,Personal,Self-employed,0
42,183338.0,7686.0,24,787,17.0,1,0.4994,4,2,0.0419,344.12,0.0225,Master,Rent,Debt Consolidation,Full-time,0
29,135638.0,46402.0,60,630,17.0,6,0.0607,3,3,0.3421,918.82,0.0813,High School,Own,Home Improvement,Unemployed,0
66,113314.0,21146.0,48,372,25.0,15,0.227,8,2,0.1866,506.37,0.0536,High School,Own,Debt Consolidation,Full-time,1
61,161318.0,30030.0,60,395,28.0,17,0.5484,0,1,0.1862,594.63,0.0442,Bachelor,Own,Business,Part-time,0
50,123430.0,22639.0,24,319,16.0,5,0.1518,5,3,0.1834,1013.61,0.0985,Bachelor,Own,Personal,Unemployed,1
24,58558.0,16515.0,12,569,,9,0.2062,2,1,0.282,1428.99,0.2928,Master,Own,Debt Consolidation,Unemployed,0
21,109380.0,6345.0,12,696,17.0,16,0.5046,6,1,0.058,549.01,0.0602,Bachelor,Rent,Debt Consolidation,Full-time,0
35,145094.0,30073.0,36,382,26.0,14,0.1168,9,2,0.2073,928.57,0.0768,Bachelor,Own,Debt Consolidation,Full-time,1
27,21664.0,45916.0,60,766,14.0,18,0.0793,6,3,2.1194,909.19,0.5033,Bachelor,Mortgage,Business,Part-time,1
63,127172.0,26518.0,48,438,16.0,8,0.5813,0,0,0.2085,635.01,0.0599,Master,Own,Business,Full-time,0
30,106961.0,30358.0,60,582,,4,0.2726,3,3,0.2838,601.12,0.0674,Bachelor,Mortgage,Education,Full-time,0
34,27858.0,32543.0,36,667,13.0,3,0.4118,0,1,1.1681,1004.83,0.4327,Bachelor,Rent,Education,Full-time,0
68,63756.0,20038.0,60,596,12.0,14,0.1199,4,1,0.3143,396.78,0.0747,High School,Own,Debt Consolidation,Full-time,0
60,97978.0,6909.0,60,562,,1,0.1711,1,0,0.0705,136.81,0.0168,Bachelor,Mortgage,Personal,Full-time,0
30,78397.0,25838.0,24,485,25.0,9,0.303,6,0,0.3296,1156.83,0.177,Master,Own,Education,Full-time,0
39,68662.0,43577.0,60,536,14.0,7,0.4213,5,2,0.6347,862.88,0.1508,High School,Rent,Business,Full-time,0
45,135083.0,16395.0,12,431,9.0,18,0.2113,3,2,0.1214,1418.61,0.126,Bachelor,Own,Home Improvement,Full-time,0
53,89807.0,43701.0,36,461,17.0,19,0.5365,8,0,0.4866,1349.36,0.1803,Bachelor,Mortgage,Medical,Unemployed,0
66,,42862.0,36,715,20.0,10,0.4796,7,3,0.4003,1323.45,0.1483,Master,Own,Business,Full-time,0
63,162688.0,12995.0,24,785,27.0,12,0.3534,6,2,0.0799,581.82,0.0429,High School,Rent,Home Improvement,Self-employed,0
68,32245.0,29175.0,60,767,26.0,8,0.3026,3,0,0.9048,577.7,0.2149,Master,Rent,Debt Consolidation,Unemployed,0
22,81582.0,37630.0,48,482,23.0,15,0.3907,2,3,0.4612,901.1,0.1325,High School,Own,Business,Full-time,0
31,28512.0,25249.0,12,476,,6,0.4524,5,0,0.8855,2184.71,0.9191,Master,Rent,Business,Part-time,0
48,186555.0,35269.0,12,332,13.0,15,0.1242,7,2,0.1891,3051.71,0.1963,Master,Mortgage,Debt Consolidation,Full-time,1
22,49346.0,45633.0,12,450,10.0,18,0.519,8,2,0.9247,3948.48,0.96,Master,Mortgage,Personal,Full-time,1
37,166675.0,31736.0,24,622,16.0,4,0.3192,7,3,0.1904,1420.9,0.1023,Master,Mortgage,Debt Consolidation,Full-time,0
27,50313.0,42061.0,12,447,21.0,5,0.5644,0,3,0.836,3639.4,0.8678,PhD,Own,Debt Consolidation,Full-time,1
66,74950.0,40247.0,24,703,15.0,8,0.5755,9,3,0.537,1801.96,0.2885,Master,Own,Home Improvement,Unemployed,0
23,127535.0,40827.0,48,327,6.0,16,0.0669,2,0,0.3201,977.65,0.092,Bachelor,Rent,Medical,Full-time,0
27,168804.0,42765.0,60,526,0.0,13,0.2615,0,1,0.2533,846.8,0.0602,Bachelor,Rent,Debt Consolidation,Full-time,0
29,47895.0,12054.0,48,454,1.0,4,0.3394,5,1,0.2517,288.65,0.0723,High School,Own,Medical,Part-time,0
27,54427.0,1899.0,36,571,12.0,7,0.3468,4,1,0.0349,58.64,0.0129,High School,Rent,Home Improvement,Full-time,0
48,178118.0,8503.0,48,314,23.0,13,0.5023,1,0,0.0477,203.61,0.0137,Bachelor,Rent,Debt Consolidation,Full-time,0
38,74563.0,13233.0,60,530,23.0,19,0.1276,2,0,0.1775,262.03,0.0422,High School,Mortgage,Debt Consolidation,Full-time,0
65,53805.0,34814.0,12,733,24.0,9,0.3924,2,3,0.647,3012.34,0.6717,PhD,Mortgage,Home Improvement,Full-time,0
33,152551.0,25987.0,60,771,21.0,2,0.5684,4,3,0.1703,514.57,0.0405,High School,Mortgage,Home Improvement,Full-time,0
46,,23963.0,48,440,0.0,2,0.5982,7,2,0.7521,573.82,0.2161,High School,Rent,Debt Consolidation,Full-time,1
53,175388.0,1444.0,24,535,26.0,1,0.0555,6,2,0.0082,64.65,0.0044,High School,Mortgage,Home Improvement,Full-time,0
51,177013.0,34501.0,36,679,28.0,3,0.5849,0,1,0.1949,1065.29,0.0722,High School,Own,Business,Full-time,0
59,173456.0,18848.0,36,555,25.0,8,0.1172,1,2,0.1087,581.97,0.0403,High School,Rent,Personal,Full-time,0
30,69635.0,38270.0,12,598,13.0,6,0.3453,6,3,0.5496,3311.38,0.5705,Bachelor,Own,Medical,Full-time,1
45,36128.0,6525.0,24,487,6.0,6,0.1855,8,1,0.1806,292.14,0.097,High School,Own,Debt Consolidation,Full-time,0
60,93703.0,15470.0,24,760,27.0,15,0.3835,0,2,0.1651,692.63,0.0887,Master,Own,Home Improvement,Full-time,0
63,76896.0,3680.0,12,647,5.0,10,0.0704,3,3,0.0479,318.42,0.0497,Bachelor,Mortgage,Debt Consolidation,Full-time,0
50,192419.0,14947.0,36,828,23.0,14,0.1811,1,3,0.0777,461.52,0.0288,Bachelor,Own,Business,Self-employed,0
52,131863.0,46244.0,36,728,28.0,11,0.2153,4,0,0.3507,1427.88,0.1299,Bachelor,Mortgage,Home Improvement,Full-time,0
63,189708.0,25050.0,24,502,27.0,4,0.5536,3,0,0.132,1121.55,0.0709,High School,Rent,Personal,Full-time,0
51,153912.0,22538.0,12,480,15.0,19,0.371,1,0,0.1464,1950.14,0.152,High School,Mortgage,Home Improvement,Full-time,0
67,147259.0,14403.0,60,348,25.0,10,0.4395,9,0,0.0978,285.2,0.0232,Master,Mortgage,Education,Full-time,0
26,35691.0,13978.0,48,642,24.0,16,0.4218,7,2,0.3916,334.72,0.1125,Bachelor,Own,Business,Self-employed,0
37,27753.0,33697.0,36,712,29.0,2,0.2658,5,1,1.2141,1040.47,0.4497,High School,Mortgage,Home Improvement,Part-time,0
25,23600.0,49273.0,48,494,10.0,17,0.0577,7,0,2.0878,1179.9,0.5996,Bachelor,Mortgage,Debt Consolidation,Full-time,0
24,124767.0,37589.0,24,311,18.0,14,0.1089,3,0,0.3013,1682.96,0.1619,Bachelor,Rent,Debt Consolidation,Full-time,0
43,52316.0,37112.0,24,754,24.0,5,0.3023,9,2,0.7094,1661.6,0.381,High School,Mortgage,Education,Full-time,0
31,197979.0,24129.0,48,422,6.0,16,0.5677,4,3,0.1219,577.8,0.035,High School,Mortgage,Personal,Part-time,1
40,39542.0,5833.0,48,620,6.0,15,0.1868,3,2,0.1475,139.68,0.0424,Master,Rent,Home Improvement,Unemployed,0
41,190179.0,36466.0,48,329,11.0,17,0.4341,5,2,0.1917,873.22,0.0551,Bachelor,Own,Home Improvement,Part-time,1
51,138513.0,40627.0,36,334,10.0,4,0.5046,5,0,0.2933,1254.44,0.1087,Bachelor,Rent,Debt Consolidation,Full-time,0
67,34610.0,26011.0,12,793,22.0,17,0.5487,6,1,0.7515,2250.65,0.7801,High School,Rent,Home Improvement,Full-time,0
62,25813.0,5483.0,48,669,28.0,15,0.2114,8,3,0.2124,131.3,0.061,High School,Mortgage,Personal,Full-time,1
38,88253.0,35930.0,48,302,4.0,7,0.5622,2,3,0.4071,860.39,0.117,High School,Mortgage,Debt Consolidation,Full-time,1
36,77707.0,46132.0,36,355,9.0,7,0.3844,7,3,0.5937,1424.42,0.2199,Bachelor,Mortgage,Debt Consolidation,Self-employed,1
58,73374.0,12023.0,24,571,27.0,5,0.3296,1,2,0.1639,538.3,0.088,Master,Own,Medical,Full-time,0
26,112783.0,8812.0,60,674,17.0,10,0.4781,2,1,0.0781,174.49,0.0186,Master,Own,Home Improvement,Unemployed,0
47,38999.0,37203.0,24,533,6.0,18,0.1813,4,2,0.9539,1665.67,0.5124,High School,Rent,Debt Consolidation,Full-time,0
41,38949.0,17259.0,24,780,,16,0.4969,5,3,0.4431,772.73,0.238,High School,Rent,Home Improvement,Full-time,0
29,143537.0,36041.0,48,659,26.0,3,0.4075,6,0,0.2511,863.05,0.0721,High School,Mortgage,Medical,Part-time,0
50,198207.0,35455.0,36,637,11.0,3,0.4897,1,3,0.1789,1094.75,0.0663,Master,Own,Personal,Full-time,0
36,65661.0,14063.0,36,459,14.0,2,0.5206,8,3,0.2142,434.22,0.0793,Bachelor,Own,Personal,Full-time,1
29,187406.0,3070.0,48,675,18.0,12,0.3895,5,3,0.0164,73.51,0.0047,Master,Rent,Business,Full-time,0
52,78800.0,28242.0,24,780,25.0,6,0.0702,5,2,0.3584,1264.47,0.1925,Bachelor,Mortgage,Education,Full-time,0
28,77139.0,20980.0,12,326,16.0,15,0.2138,7,1,0.272,1815.33,0.2824,Bachelor,Rent,Business,Full-time,1
53,31716.0,42910.0,12,703,28.0,15,0.5329,6,3,1.3529,3712.86,1.4043,Bachelor,Own,Home Improvement,Unemployed,1
28,93315.0,18540.0,60,783,22.0,4,0.3948,4,0,0.1987,367.11,0.0472,Bachelor,Rent,Debt Consolidation,Self-employed,0
41,107123.0,13226.0,36,537,12.0,14,0.5395,4,3,0.1235,408.38,0.0457,Bachelor,Rent,Debt Consolidation,Part-time,0
60,137797.0,43148.0,36,721,14.0,15,0.2615,2,1,0.3131,1332.28,0.116,High School,Own,Home Improvement,Full-time,0
31,44261.0,37063.0,24,496,20.0,19,0.3276,5,2,0.8374,1659.41,0.4498,Bachelor,Mortgage,Personal,Full-time,0
58,49908.0,31299.0,48,406,2.0,14,0.5244,2,1,0.6271,749.49,0.1802,PhD,Own,Business,Part-time,0
56,94936.0,47744.0,60,748,6.0,7,0.4691,6,0,0.5029,945.39,0.1195,High School,Rent,Personal,Full-time,0
65,27884.0,39366.0,48,471,7.0,19,0.2576,4,3,1.4117,942.67,0.4055,Bachelor,Mortgage,Debt Consolidation,Full-time,1
28,41518.0,43445.0,36,716,24.0,6,0.0624,2,2,1.0464,1341.46,0.3876,PhD,Mortgage,Debt Consolidation,Full-time,0
55,131378.0,40151.0,36,473,24.0,16,0.5342,4,2,0.3056,1239.75,0.1132,Bachelor,Mortgage,Personal,Full-time,0
66,191462.0,20674.0,60,519,24.0,8,0.4825,9,0,0.108,409.37,0.0257,Bachelor,Rent,Home Improvement,Full-time,0
58,120998.0,4055.0,60,676,3.0,18,0.297,5,3,0.0335,80.29,0.008,High School,Mortgage,Business,Full-time,0
29,41821.0,30753.0,24,487,8.0,15,0.3504,3,3,0.7353,1376.89,0.395,Master,Mortgage,Debt Consolidation,Part-time,1
61,198333.0,38479.0,60,744,9.0,12,0.1624,4,3,0.194,761.93,0.0461,Master,Own,Personal,Full-time,0
25,111549.0,49596.0,60,321,0.0,5,0.2767,6,0,0.4446,982.06,0.1056,PhD,Rent,Debt Consolidation,Full-time,0
49,147616.0,34398.0,60,306,7.0,4,0.1398,1,0,0.233,681.12,0.0554,High School,Rent,Personal,Full-time,0
44,51441.0,28853.0,12,344,12.0,19,0.1658,5,1,0.5609,2496.56,0.5823,Master,Mortgage,Debt Consolidation,Part-time,0
46,122010.0,29210.0,12,440,26.0,16,0.5155,0,0,0.2394,2527.45,0.2486,Bachelor,Own,Debt Consolidation,Full-time,0
45,29126.0,6636.0,24,329,5.0,10,0.2494,8,2,0.2278,297.11,0.1224,Bachelor,Mortgage,Education,Self-employed,1
21,130762.0,1361.0,48,509,25.0,17,0.4981,6,1,0.0104,32.59,0.003,High School,Mortgage,Home Improvement,Full-time,0
45,52427.0,3226.0,12,313,24.0,15,0.3106,1,2,0.0615,279.14,0.0639,High School,Mortgage,Debt Consolidation,Full-time,0
66,183260.0,45338.0,12,715,4.0,8,0.0889,4,3,0.2474,3922.95,0.2569,Bachelor,Own,Business,Full-time,0
41,25133.0,39725.0,12,384,7.0,16,0.2488,8,2,1.5805,3437.27,1.6404,Bachelor,Mortgage,Debt Consolidation,Full-time,1
33,135736.0,13748.0,12,834,13.0,16,0.1371,9,1,0.1013,1189.57,0.1052,PhD,Rent,Debt Consolidation,Full-time,0
69,40788.0,21757.0,60,771,28.0,10,0.4315,1,3,0.5334,430.81,0.1267,High School,Mortgage,Debt Consolidation,Full-time,0
24,142117.0,24697.0,48,681,23.0,1,0.5513,2,1,0.1738,591.4,0.0499,Master,Own,Business,Full-time,0
44,106294.0,13093.0,48,738,29.0,15,0.4697,1,3,0.1232,313.53,0.0354,Bachelor,Rent,Debt Consolidation,Full-time,0
45,193984.0,21711.0,24,726,9.0,7,0.4781,3,3,0.1119,972.06,0.0601,High School,Rent,Education,Full-time,0
43,135585.0,18035.0,48,765,27.0,7,0.524,8,3,0.133,431.87,0.0382,High School,Mortgage,Education,Full-time,0
66,83819.0,35044.0,48,605,28.0,14,0.4772,7,2,0.4181,839.17,0.1201,Master,Mortgage,Debt Consolidation,Self-employed,0
41,31157.0,38111.0,36,643,17.0,16,0.3627,2,1,1.2232,1176.76,0.4531,Master,Rent,Business,Self-employed,0
68,125215.0,5823.0,60,557,4.0,2,0.4429,3,1,0.0465,115.3,0.011,High School,Rent,Business,Full-time,0
23,96588.0,23797.0,36,643,8.0,16,0.2788,6,2,0.2464,734.78,0.0913,Bachelor,Mortgage,Medical,Unemployed,0
56,24714.0,49570.0,24,509,3.0,6,0.0889,5,3,2.0057,2219.38,1.0771,Bachelor,Rent,Home Improvement,Full-time,1
49,122530.0,43556.0,48,368,,11,0.4381,4,3,0.3555,1043.0,0.1021,Bachelor,Rent,Medical,Self-employed,1
32,53849.0,39894.0,60,812,,17,0.4469,4,2,0.7408,789.95,0.176,Bachelor,Mortgage,Debt Consolidation,Unemployed,0
31,58331.0,37011.0,60,684,21.0,5,0.173,9,1,0.6345,732.86,0.1507,Master,Rent,Home Improvement,Full-time,0
55,16657.0,1211.0,36,687,8.0,5,0.5747,5,1,0.0727,37.39,0.0269,High School,Rent,Debt Consolidation,Full-time,0
51,83834.0,48726.0,36,454,29.0,19,0.0789,7,0,0.5812,1504.52,0.2153,High School,Own,Personal,Unemployed,0
50,55379.0,37024.0,60,723,23.0,8,0.4548,9,0,0.6685,733.12,0.1588,High School,Own,Home Improvement,Full-time,0
22,28289.0,44536.0,48,585,11.0,18,0.5827,3,0,1.5743,1066.47,0.4522,PhD,Mortgage,Business,Full-time,0
49,95344.0,45535.0,36,342,14.0,7,0.22,7,3,0.4776,1405.99,0.1769,Bachelor,Rent,Home Improvement,Self-employed,1
69,55724.0,13472.0,24,825,1.0,12,0.5519,8,2,0.2418,603.18,0.1299,High School,Own,Debt Consolidation,Full-time,0
20,39819.0,1677.0,60,845,4.0,10,0.5045,2,0,0.0421,33.21,0.01,Master,Own,Debt Consolidation,Full-time,0
43,101349.0,33293.0,60,778,29.0,19,0.4593,2,2,0.3285,659.24,0.078,Bachelor,Own,Debt Consolidation,Full-time,0
44,26699.0,23489.0,12,561,24.0,11,0.5746,1,0,0.8797,2032.43,0.9131,Bachelor,Rent,Medical,Unemployed,0
64,198231.0,2006.0,12,428,25.0,10,0.4097,6,1,0.0101,173.57,0.0105,High School,Rent,Business,Full-time,0
34,102127.0,14269.0,12,306,19.0,9,0.3222,7,1,0.1397,1234.65,0.1451,Master,Mortgage,Debt Consolidation,Self-employed,1
43,199309.0,49564.0,24,705,6.0,8,0.4216,7,0,0.2487,2219.11,0.1336,Bachelor,Rent,Home Improvement,Full-time,0
55,178051.0,18805.0,12,790,3.0,9,0.2765,3,2,0.1056,1627.14,0.1097,High School,Mortgage,Home Improvement,Part-time,0
23,196230.0,13789.0,60,357,21.0,9,0.2287,7,0,0.0703,273.04,0.0167,High School,Mortgage,Business,Full-time,0
60,115405.0,33073.0,60,676,9.0,15,0.0952,0,1,0.2866,654.89,0.0681,High School,Own,Home Improvement,Full-time,0
61,93270.0,33574.0,12,314,0.0,1,0.2579,6,1,0.36,2905.05,0.3737,Bachelor,Mortgage,Personal,Full-time,0
55,148179.0,17273.0,60,727,0.0,10,0.4918,4,2,0.1166,342.03,0.0277,High School,Mortgage,Home Improvement,Full-time,0
52,29925.0,42608.0,12,315,16.0,11,0.57,8,0,1.4238,3686.73,1.4778,Bachelor,Rent,Home Improvement,Full-time,0
57,170436.0,29435.0,48,836,25.0,15,0.5863,9,1,0.1727,704.86,0.0496,Bachelor,Own,Medical,Part-time,0
59,74861.0,8862.0,24,393,10.0,13,0.1636,5,3,0.1184,396.77,0.0636,PhD,Mortgage,Education,Full-time,1
65,16371.0,16924.0,12,520,29.0,9,0.3643,6,1,1.0337,1464.38,1.0726,Bachelor,Rent,Home Improvement,Part-time,0
41,58977.0,42546.0,36,682,11.0,3,0.3667,9,3,0.7214,1313.7,0.2672,Bachelor,Own,Debt Consolidation,Self-employed,1
42,59829.0,5377.0,60,765,21.0,8,0.1468,3,1,0.0899,106.47,0.0214,Bachelor,Own,Debt Consolidation,Part-time,0
51,17613.0,1600.0,60,499,7.0,5,0.3699,1,3,0.0908,31.68,0.0216,Bachelor,Rent,Home Improvement,Self-employed,0
29,138687.0,33168.0,12,839,18.0,4,0.2495,5,0,0.2392,2869.92,0.2483,Master,Own,Medical,Full-time,0
62,32618.0,22656.0,60,308,8.0,14,0.5683,3,3,0.6946,448.62,0.165,PhD,Mortgage,Medical,Unemployed,1
58,171638.0,13388.0,24,559,23.0,10,0.1904,6,1,0.078,599.42,0.0419,Bachelor,Rent,Debt Consolidation,Self-employed,0
51,98840.0,24129.0,36,843,13.0,16,0.5092,7,3,0.2441,745.03,0.0904,Bachelor,Rent,Debt Consolidation,Full-time,0
35,147874.0,9995.0,12,450,1.0,3,0.5433,5,2,0.0676,864.83,0.0702,Bachelor,Rent,Business,Part-time,0
37,77837.0,19330.0,60,593,7.0,19,0.4547,3,2,0.2483,382.76,0.059,Master,Mortgage,Business,Part-time,0
41,39418.0,12461.0,48,544,10.0,9,0.1681,5,0,0.3161,298.39,0.0908,Bachelor,Own,Education,Self-employed,0
53,48365.0,29732.0,48,516,13.0,5,0.1932,4,2,0.6147,711.97,0.1766,Bachelor,Own,Medical,Full-time,0
58,134487.0,34008.0,48,722,8.0,7,0.5841,1,2,0.2529,814.36,0.0727,Bachelor,Mortgage,Debt Consolidation,Full-time,0
53,147478.0,45827.0,60,585,17.0,16,0.0917,7,3,0.3107,907.43,0.0738,High School,Mortgage,Medical,Self-employed,0
66,64492.0,4319.0,12,692,28.0,14,0.1144,3,1,0.067,373.71,0.0695,Bachelor,Rent,Home Improvement,Unemployed,0
68,81066.0,17022.0,24,585,21.0,4,0.5882,5,2,0.21,762.12,0.1128,High School,Mortgage,Business,Full-time,0
55,189834.0,13957.0,12,848,9.0,19,0.4773,9,0,0.0735,1207.65,0.0763,Bachelor,Own,Home Improvement,Full-time,0
